,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSPI,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ,KOSDAQ
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,
2000-05-08,759.1500244140625,778.4600219726562,759.1500244140625,770.239990234375,770.239990234375,195500.0,,,,,,
2000-05-09,768.010009765625,771.510009765625,758.8900146484375,760.8499755859375,760.8499755859375,181000.0,,,,,,
2000-05-10,757.3599853515625,764.6400146484375,753.72998046875,759.510009765625,759.510009765625,193600.0,,,,,,
2000-05-12,762.7999877929688,763.010009765625,737.0700073242188,740.2999877929688,740.2999877929688,189100.0,,,,,,
2000-05-15,737.2100219726562,740.1599731445312,719.5999755859375,728.6699829101562,728.6699829101562,193300.0,,,,,,
2000-05-16,729.0999755859375,746.77001953125,723.7100219726562,746.77001953125,746.77001953125,172300.0,,,,,,
2000-05-17,752.52001953125,769.010009765625,726.8900146484375,727.1799926757812,727.1799926757812,219000.0,,,,,,
2000-05-18,705.6199951171875,718.719970703125,699.0,712.9500122070312,712.9500122070312,201400.0,,,,,,
2000-05-19,712.1300048828125,730.7100219726562,695.72998046875,730.6799926757812,730.6799926757812,196300.0,,,,,,
2000-05-22,715.5499877929688,718.2999877929688,688.5800170898438,691.6099853515625,691.6099853515625,176600.0,,,,,,
2000-05-23,674.030029296875,694.4400024414062,674.030029296875,679.760009765625,679.760009765625,211400.0,,,,,,
2000-05-24,669.2100219726562,689.5499877929688,643.969970703125,674.9500122070312,674.9500122070312,289400.0,,,,,,
2000-05-25,696.6900024414062,708.5900268554688,685.1799926757812,699.530029296875,699.530029296875,402000.0,,,,,,
2000-05-26,690.5399780273438,693.0999755859375,656.6599731445312,656.6599731445312,656.6599731445312,350500.0,,,,,,
2000-05-29,627.4000244140625,664.27001953125,625.1400146484375,655.9299926757812,655.9299926757812,309600.0,,,,,,
2000-05-30,668.6500244140625,692.3099975585938,668.6500244140625,691.260009765625,691.260009765625,389700.0,,,,,,
2000-05-31,708.0399780273438,744.5999755859375,708.0399780273438,731.8800048828125,731.8800048828125,503800.0,,,,,,
2000-06-01,730.5499877929688,746.7000122070312,722.239990234375,738.489990234375,738.489990234375,314300.0,,,,,,
2000-06-02,759.219970703125,776.489990234375,750.3800048828125,760.6900024414062,760.6900024414062,430600.0,,,,,,
2000-06-05,778.47998046875,799.3400268554688,778.47998046875,794.2100219726562,794.2100219726562,464400.0,,,,,,
2000-06-07,798.22998046875,822.97998046875,792.7100219726562,822.5399780273438,822.5399780273438,493500.0,,,,,,
2000-06-08,825.5599975585938,842.1300048828125,795.989990234375,800.1099853515625,800.1099853515625,669000.0,,,,,,
2000-06-09,800.280029296875,836.8200073242188,790.4299926757812,836.4000244140625,836.4000244140625,506800.0,,,,,,
2000-06-12,851.0599975585938,858.3400268554688,828.6599731445312,845.8099975585938,845.8099975585938,516700.0,,,,,,
2000-06-13,833.1799926757812,835.2899780273438,800.3200073242188,804.4500122070312,804.4500122070312,426600.0,,,,,,
2000-06-14,814.0499877929688,821.1300048828125,792.2999877929688,819.27001953125,819.27001953125,438200.0,,,,,,
2000-06-15,814.6199951171875,814.6199951171875,770.7000122070312,770.9500122070312,770.9500122070312,380600.0,,,,,,
2000-06-16,759.5800170898438,775.260009765625,753.9600219726562,759.0399780273438,759.0399780273438,317100.0,,,,,,
2000-06-19,748.469970703125,777.1300048828125,744.9000244140625,755.3800048828125,755.3800048828125,270300.0,,,,,,
2000-06-20,772.97998046875,785.3200073242188,764.97998046875,785.3200073242188,785.3200073242188,340800.0,,,,,,
2000-06-21,793.6699829101562,799.4400024414062,780.6799926757812,781.8699951171875,781.8699951171875,529200.0,,,,,,
2000-06-22,795.0800170898438,804.2000122070312,771.0599975585938,782.239990234375,782.239990234375,369600.0,,,,,,
2000-06-23,772.1799926757812,778.9400024414062,768.2899780273438,778.9400024414062,778.9400024414062,261800.0,,,,,,
2000-06-26,782.280029296875,794.8900146484375,779.3900146484375,791.5499877929688,791.5499877929688,286700.0,,,,,,
2000-06-27,799.5800170898438,810.7000122070312,795.5499877929688,809.8699951171875,809.8699951171875,465800.0,,,,,,
2000-06-28,810.4400024414062,822.0399780273438,806.8699951171875,818.72998046875,818.72998046875,500100.0,,,,,,
2000-06-29,828.5900268554688,830.7999877929688,807.9299926757812,818.9000244140625,818.9000244140625,339000.0,,,,,,
2000-06-30,815.030029296875,823.3599853515625,812.260009765625,821.219970703125,821.219970703125,462900.0,,,,,,
2000-07-03,824.8300170898438,836.530029296875,824.8300170898438,835.2100219726562,835.2100219726562,440800.0,,,,,,
2000-07-04,840.2000122070312,841.52001953125,818.469970703125,818.530029296875,818.530029296875,439100.0,,,,,,
2000-07-05,818.4000244140625,830.4000244140625,810.0999755859375,830.4000244140625,830.4000244140625,531900.0,,,,,,
2000-07-06,822.760009765625,840.9099731445312,818.239990234375,837.6300048828125,837.6300048828125,696000.0,,,,,,
2000-07-07,841.5,851.6199951171875,837.8400268554688,841.739990234375,841.739990234375,569800.0,,,,,,
2000-07-10,847.5999755859375,856.8300170898438,847.1400146484375,851.469970703125,851.469970703125,532600.0,,,,,,
2000-07-11,856.1699829101562,863.530029296875,836.8599853515625,836.8599853515625,836.8599853515625,850000.0,,,,,,
2000-07-12,841.1500244140625,846.7999877929688,830.0599975585938,839.760009765625,839.760009765625,467000.0,,,,,,
2000-07-13,840.4500122070312,849.030029296875,833.0499877929688,845.75,845.75,477900.0,,,,,,
2000-07-14,847.5999755859375,850.260009765625,826.8200073242188,827.9500122070312,827.9500122070312,366300.0,,,,,,
2000-07-18,822.2999877929688,829.1900024414062,806.8800048828125,812.3300170898438,812.3300170898438,317100.0,,,,,,
2000-07-19,806.75,806.75,787.5800170898438,797.2999877929688,797.2999877929688,442800.0,,,,,,
2000-07-20,786.219970703125,791.4099731445312,774.469970703125,778.9000244140625,778.9000244140625,426300.0,,,,,,
2000-07-21,785.97998046875,789.8499755859375,771.5,783.0599975585938,783.0599975585938,408100.0,,,,,,
2000-07-24,766.4400024414062,769.8099975585938,736.3800048828125,737.8900146484375,737.8900146484375,393300.0,,,,,,
2000-07-25,730.489990234375,743.52001953125,720.719970703125,737.6400146484375,737.6400146484375,352600.0,,,,,,
2000-07-26,742.4500122070312,748.6099853515625,723.3200073242188,743.8400268554688,743.8400268554688,333100.0,,,,,,
2000-07-27,730.760009765625,734.510009765625,718.6599731445312,727.6799926757812,727.6799926757812,255900.0,,,,,,
2000-07-28,706.5599975585938,712.5700073242188,691.010009765625,692.6500244140625,692.6500244140625,239000.0,,,,,,
2000-07-31,686.3499755859375,706.72998046875,678.3499755859375,705.969970703125,705.969970703125,219000.0,,,,,,
2000-08-01,710.0499877929688,727.530029296875,700.8300170898438,727.0999755859375,727.0999755859375,297900.0,,,,,,
2000-08-02,723.3200073242188,733.989990234375,715.1799926757812,728.3300170898438,728.3300170898438,328700.0,,,,,,
2000-08-03,734.489990234375,736.22998046875,719.27001953125,722.0800170898438,722.0800170898438,259400.0,,,,,,
2000-08-04,717.1400146484375,719.0700073242188,702.469970703125,710.0,710.0,221100.0,,,,,,
2000-08-07,693.5,694.47998046875,675.5900268554688,675.5900268554688,675.5900268554688,218400.0,,,,,,
2000-08-08,676.219970703125,686.9600219726562,665.6300048828125,666.0800170898438,666.0800170898438,209200.0,,,,,,
2000-08-09,677.219970703125,710.22998046875,677.219970703125,710.22998046875,710.22998046875,295400.0,,,,,,
2000-08-10,710.3099975585938,729.280029296875,695.8699951171875,729.280029296875,729.280029296875,259900.0,,,,,,
2000-08-11,711.4199829101562,732.780029296875,708.25,722.2100219726562,722.2100219726562,300600.0,,,,,,
2000-08-14,741.5499877929688,745.7899780273438,731.4400024414062,733.25,733.25,323600.0,,,,,,
2000-08-16,748.72998046875,754.4600219726562,745.6799926757812,751.1400146484375,751.1400146484375,314500.0,,,,,,
2000-08-17,751.3900146484375,754.0900268554688,739.6699829101562,743.489990234375,743.489990234375,317300.0,,,,,,
2000-08-18,747.6500244140625,750.4199829101562,726.9000244140625,728.3200073242188,728.3200073242188,277100.0,,,,,,
2000-08-21,721.02001953125,731.4500122070312,720.239990234375,722.5800170898438,722.5800170898438,227400.0,,,,,,
2000-08-22,722.9400024414062,739.02001953125,722.9400024414062,738.6099853515625,738.6099853515625,302500.0,,,,,,
2000-08-23,739.0399780273438,740.7000122070312,719.3699951171875,719.7100219726562,719.7100219726562,298500.0,,,,,,
2000-08-24,722.6199951171875,729.0,706.2100219726562,718.8599853515625,718.8599853515625,293400.0,,,,,,
2000-08-25,718.8800048828125,729.9000244140625,710.5800170898438,729.7999877929688,729.7999877929688,275500.0,,,,,,
2000-08-28,728.8800048828125,735.3200073242188,726.3599853515625,731.8099975585938,731.8099975585938,271800.0,,,,,,
2000-08-29,733.719970703125,739.530029296875,722.8499755859375,731.5599975585938,731.5599975585938,253300.0,,,,,,
2000-08-30,726.6300048828125,727.3900146484375,718.9299926757812,718.9299926757812,718.9299926757812,217600.0,,,,,,
2000-08-31,713.4099731445312,713.4099731445312,682.6799926757812,688.6199951171875,688.6199951171875,263400.0,,,,,,
2000-09-01,690.9299926757812,698.280029296875,685.3200073242188,692.1900024414062,692.1900024414062,202400.0,,,,,,
2000-09-04,690.9500122070312,693.6599731445312,677.5499877929688,681.2999877929688,681.2999877929688,224100.0,,,,,,
2000-09-05,677.739990234375,685.0499877929688,668.0800170898438,679.239990234375,679.239990234375,216300.0,,,,,,
2000-09-06,677.5499877929688,690.989990234375,673.9099731445312,676.6900024414062,676.6900024414062,211900.0,,,,,,
2000-09-07,663.0900268554688,664.0999755859375,654.3599853515625,656.3699951171875,656.3699951171875,251200.0,,,,,,
2000-09-08,658.4600219726562,664.0700073242188,647.989990234375,653.6799926757812,653.6799926757812,302700.0,,,,,,
2000-09-14,636.7000122070312,650.1400146484375,621.260009765625,650.1400146484375,650.1400146484375,319800.0,,,,,,
2000-09-15,642.0999755859375,652.5,621.4000244140625,628.2000122070312,628.2000122070312,338700.0,,,,,,
2000-09-18,591.97998046875,595.0999755859375,552.780029296875,577.5599975585938,577.5599975585938,314500.0,,,,,,
2000-09-19,564.9299926757812,587.2100219726562,556.739990234375,571.1699829101562,571.1699829101562,327600.0,,,,,,
2000-09-20,594.3200073242188,607.780029296875,594.239990234375,606.0800170898438,606.0800170898438,340200.0,,,,,,
2000-09-21,603.510009765625,613.010009765625,577.780029296875,595.989990234375,595.989990234375,350400.0,,,,,,
2000-09-22,574.260009765625,578.219970703125,551.0,553.25,553.25,305100.0,,,,,,
2000-09-25,562.7899780273438,584.8400268554688,562.47998046875,584.6300048828125,584.6300048828125,328300.0,,,,,,
2000-09-26,576.9500122070312,593.719970703125,574.3200073242188,587.5999755859375,587.5999755859375,403800.0,,,,,,
2000-09-27,586.5700073242188,601.02001953125,585.1699829101562,599.3099975585938,599.3099975585938,367100.0,,,,,,
2000-09-28,606.5999755859375,610.530029296875,595.969970703125,605.8499755859375,605.8499755859375,330200.0,,,,,,
2000-09-29,612.1099853515625,620.0800170898438,599.8800048828125,613.219970703125,613.219970703125,328200.0,,,,,,
2000-10-02,595.6799926757812,599.030029296875,585.530029296875,589.219970703125,589.219970703125,243100.0,,,,,,
2000-10-04,578.3800048828125,598.4199829101562,571.5800170898438,598.4199829101562,598.4199829101562,311600.0,,,,,,
2000-10-05,605.8099975585938,616.219970703125,604.25,606.7899780273438,606.7899780273438,457000.0,,,,,,
2000-10-06,601.5700073242188,610.52001953125,601.0499877929688,608.8499755859375,608.8499755859375,369600.0,,,,,,
2000-10-09,606.8099975585938,606.9000244140625,589.1799926757812,589.1799926757812,589.1799926757812,343100.0,,,,,,
2000-10-10,588.719970703125,595.7899780273438,578.2000122070312,588.3400268554688,588.3400268554688,283500.0,,,,,,
2000-10-11,576.4400024414062,576.4400024414062,548.2899780273438,557.1799926757812,557.1799926757812,311500.0,,,,,,
2000-10-12,548.4400024414062,564.0900268554688,534.7100219726562,534.7100219726562,534.7100219726562,259700.0,,,,,,
2000-10-13,514.8200073242188,525.7100219726562,498.55999755859375,524.5999755859375,524.5999755859375,330300.0,,,,,,
2000-10-16,557.1099853515625,565.8800048828125,543.2000122070312,550.0999755859375,550.0999755859375,341200.0,858.5,873.9000244140625,851.2999877929688,867.0999755859375,867.0999755859375,193900.0
2000-10-17,536.2000122070312,545.0800170898438,512.8499755859375,512.8499755859375,512.8499755859375,313700.0,849.5999755859375,860.0999755859375,791.0999755859375,804.0,804.0,218200.0
2000-10-18,501.0899963378906,519.5399780273438,485.0,514.1699829101562,514.1699829101562,398600.0,788.5,811.4000244140625,758.2000122070312,802.5999755859375,802.5999755859375,241000.0
2000-10-19,510.19000244140625,531.2000122070312,506.489990234375,515.0399780273438,515.0399780273438,312600.0,793.5999755859375,820.4000244140625,786.9000244140625,798.4000244140625,798.4000244140625,204500.0
2000-10-20,540.6799926757812,554.6500244140625,540.489990234375,545.969970703125,545.969970703125,371700.0,834.7000122070312,840.9000244140625,822.5,826.2000122070312,826.2000122070312,221900.0
2000-10-23,555.1099853515625,556.0,527.1799926757812,528.3699951171875,528.3699951171875,271100.0,820.0,829.7999877929688,794.4000244140625,796.4000244140625,796.4000244140625,182400.0
2000-10-24,527.3599853515625,549.7899780273438,523.02001953125,545.0499877929688,545.0499877929688,311600.0,793.5999755859375,809.7999877929688,784.7999877929688,808.9000244140625,808.9000244140625,204700.0
2000-10-25,539.9299926757812,545.8599853515625,532.989990234375,542.3300170898438,542.3300170898438,308100.0,805.0,816.2000122070312,801.7000122070312,808.5999755859375,808.5999755859375,214500.0
2000-10-26,528.27001953125,530.8099975585938,517.8200073242188,523.6699829101562,523.6699829101562,212800.0,793.7999877929688,802.0,785.4000244140625,793.7999877929688,793.7999877929688,195700.0
2000-10-27,528.5900268554688,534.8400268554688,515.3400268554688,515.3400268554688,515.3400268554688,284300.0,806.4000244140625,810.0999755859375,780.5,783.7000122070312,783.7000122070312,222800.0
2000-10-30,514.8200073242188,520.010009765625,504.7300109863281,504.7300109863281,504.7300109863281,285700.0,776.4000244140625,779.7999877929688,735.2000122070312,741.7999877929688,741.7999877929688,167700.0
2000-10-31,497.5899963378906,514.47998046875,483.5799865722656,514.47998046875,514.47998046875,350600.0,719.2999877929688,748.0,676.9000244140625,746.7999877929688,746.7999877929688,225500.0
2000-11-01,524.6900024414062,550.0599975585938,522.780029296875,548.760009765625,548.760009765625,366400.0,762.0,771.0999755859375,756.7999877929688,763.5999755859375,763.5999755859375,240400.0
2000-11-02,543.9400024414062,563.97998046875,540.9299926757812,558.0999755859375,558.0999755859375,461100.0,758.0,790.0999755859375,755.7000122070312,782.5,782.5,253100.0
2000-11-03,563.5,567.0700073242188,556.3800048828125,560.4099731445312,560.4099731445312,406500.0,800.7000122070312,809.7999877929688,788.2000122070312,795.4000244140625,795.4000244140625,242400.0
2000-11-06,557.6400146484375,581.469970703125,555.4099731445312,556.6599731445312,556.6599731445312,423800.0,794.0,816.9000244140625,792.0999755859375,804.5999755859375,804.5999755859375,246700.0
2000-11-07,560.5499877929688,564.3800048828125,550.3900146484375,553.3499755859375,553.3499755859375,346600.0,803.9000244140625,810.2999877929688,790.5999755859375,796.2999877929688,796.2999877929688,276200.0
2000-11-08,549.2100219726562,562.8900146484375,545.77001953125,558.0900268554688,558.0900268554688,354200.0,793.7999877929688,804.5,784.2000122070312,793.0999755859375,793.0999755859375,238400.0
2000-11-09,549.4400024414062,562.6599731445312,548.1400146484375,560.6599731445312,560.6599731445312,323900.0,785.2999877929688,801.0999755859375,785.2999877929688,801.0999755859375,801.0999755859375,211900.0
2000-11-10,557.9400024414062,567.3400268554688,555.1099853515625,565.1799926757812,565.1799926757812,322200.0,800.5,810.9000244140625,798.4000244140625,808.2999877929688,808.2999877929688,246800.0
2000-11-13,552.4400024414062,552.4400024414062,536.4500122070312,538.9400024414062,538.9400024414062,272800.0,797.2000122070312,798.0,775.7999877929688,780.7000122070312,780.7000122070312,243200.0
2000-11-14,543.530029296875,552.989990234375,543.530029296875,552.989990234375,552.989990234375,253000.0,782.2999877929688,800.9000244140625,782.2999877929688,800.9000244140625,800.9000244140625,287900.0
2000-11-15,566.4099731445312,570.3599853515625,552.8900146484375,557.47998046875,557.47998046875,325300.0,819.2999877929688,834.4000244140625,808.4000244140625,816.4000244140625,816.4000244140625,368400.0
2000-11-16,557.8499755859375,561.1699829101562,550.4600219726562,555.0399780273438,555.0399780273438,310700.0,821.0999755859375,822.0,798.2999877929688,808.5999755859375,808.5999755859375,293800.0
2000-11-17,548.4299926757812,551.260009765625,543.5999755859375,551.260009765625,551.260009765625,331700.0,801.5999755859375,812.5,798.0999755859375,806.7999877929688,806.7999877929688,285700.0
2000-11-20,543.780029296875,547.5599975585938,537.239990234375,537.4000244140625,537.4000244140625,289800.0,802.0,810.5,797.2999877929688,801.7000122070312,801.7000122070312,281200.0
2000-11-21,529.510009765625,531.4500122070312,515.4099731445312,531.4500122070312,531.4500122070312,293100.0,789.2999877929688,791.5,763.0999755859375,787.0,787.0,312700.0
2000-11-22,525.5,532.9500122070312,520.6099853515625,522.3300170898438,522.3300170898438,314600.0,782.4000244140625,793.5999755859375,770.0,771.2999877929688,771.2999877929688,299900.0
2000-11-23,515.47998046875,522.5399780273438,512.4099731445312,514.3099975585938,514.3099975585938,312300.0,756.5999755859375,758.4000244140625,724.0999755859375,728.2999877929688,728.2999877929688,290000.0
2000-11-24,518.1500244140625,530.8400268554688,515.3200073242188,530.8400268554688,530.8400268554688,315500.0,726.0,739.4000244140625,713.0999755859375,735.0,735.0,263900.0
2000-11-27,542.27001953125,554.0399780273438,542.27001953125,554.0399780273438,554.0399780273438,392900.0,746.0999755859375,759.4000244140625,745.5999755859375,759.4000244140625,759.4000244140625,276700.0
2000-11-28,544.4400024414062,547.3099975585938,535.9600219726562,536.9400024414062,536.9400024414062,341200.0,750.2000122070312,750.2000122070312,722.5,725.0,725.0,270700.0
2000-11-29,522.97998046875,522.97998046875,511.92999267578125,516.4400024414062,516.4400024414062,281000.0,699.0,699.0,681.0999755859375,684.5,684.5,261800.0
