Date,Open,High,Low,Close,Adj Close,Volume
2022-11-03,3733.25,3750.590088,3698.149902,3719.889893,3719.889893,4625290000
2022-11-04,3766.97998,3796.340088,3708.840088,3770.550049,3770.550049,5400180000
2022-11-07,3780.709961,3813.949951,3764.699951,3806.800049,3806.800049,4341620000
2022-11-08,3817.02002,3859.399902,3786.280029,3828.110107,3828.110107,4607640000
2022-11-09,3810.939941,3818.199951,3744.219971,3748.570068,3748.570068,4645010000
2022-11-10,3859.889893,3958.330078,3859.889893,3956.370117,3956.370117,5781260000
2022-11-11,3963.719971,4001.47998,3944.820068,3992.929932,3992.929932,5593310000
2022-11-14,3977.969971,4008.969971,3956.399902,3957.25,3957.25,4561930000
2022-11-15,4006.409912,4028.840088,3953.169922,3991.72998,3991.72998,5015310000
2022-11-16,3976.820068,3983.090088,3954.340088,3958.790039,3958.790039,4165320000
2022-11-17,3919.26001,3954.330078,3906.540039,3946.560059,3946.560059,4051780000
2022-11-18,3966.389893,3979.889893,3935.97998,3965.340088,3965.340088,4037360000
2022-11-21,3956.22998,3962.0,3933.340088,3949.939941,3949.939941,3850690000
2022-11-22,3965.51001,4005.879883,3956.879883,4003.580078,4003.580078,3887990000
2022-11-23,4000.300049,4033.780029,3998.659912,4027.26001,4027.26001,3279720000
2022-11-25,4023.340088,4034.02002,4020.76001,4026.120117,4026.120117,1706460000
2022-11-28,4005.360107,4012.27002,3955.77002,3963.939941,3963.939941,3615430000
2022-11-29,3964.189941,3976.77002,3937.649902,3957.629883,3957.629883,3546040000
2022-11-30,3957.179932,4080.110107,3938.580078,4080.110107,4080.110107,6579360000
2022-12-01,4087.139893,4100.509766,4050.870117,4076.570068,4076.570068,4527130000
2022-12-02,4040.169922,4080.47998,4026.629883,4071.699951,4071.699951,4012620000
2022-12-05,4052.02002,4052.449951,3984.48999,3998.840088,3998.840088,4280820000
2022-12-06,3996.629883,4001.51001,3918.389893,3941.26001,3941.26001,4368380000
2022-12-07,3933.280029,3957.570068,3922.679932,3933.919922,3933.919922,4118050000
2022-12-08,3947.790039,3974.189941,3935.830078,3963.51001,3963.51001,4006900000
2022-12-09,3954.169922,3977.02002,3933.040039,3934.379883,3934.379883,3888260000
2022-12-12,3939.290039,3990.709961,3935.300049,3990.560059,3990.560059,3904130000
2022-12-13,4069.379883,4100.959961,3993.030029,4019.649902,4019.649902,5079360000
2022-12-14,4015.540039,4053.76001,3965.649902,3995.320068,3995.320068,4472340000
2022-12-15,3958.370117,3958.370117,3879.449951,3895.75,3895.75,4493900000
2022-12-16,3890.909912,3890.909912,3827.909912,3852.360107,3852.360107,7493660000
2022-12-19,3853.790039,3854.860107,3800.040039,3817.659912,3817.659912,3969610000
2022-12-20,3810.469971,3838.23999,3795.620117,3821.620117,3821.620117,3985370000
2022-12-21,3839.48999,3889.820068,3839.48999,3878.439941,3878.439941,3775200000
2022-12-22,3853.26001,3853.26001,3764.48999,3822.389893,3822.389893,3956950000
2022-12-23,3815.110107,3845.800049,3797.01001,3844.820068,3844.820068,2819280000
2022-12-27,3843.340088,3846.649902,3813.219971,3829.25,3829.25,3030300000
2022-12-28,3829.560059,3848.320068,3780.780029,3783.219971,3783.219971,3083520000
2022-12-29,3805.449951,3858.189941,3805.449951,3849.280029,3849.280029,3003680000
2022-12-30,3829.060059,3839.850098,3800.340088,3839.5,3839.5,2979870000
2023-01-03,3853.290039,3878.459961,3794.330078,3824.139893,3824.139893,3959140000
2023-01-04,3840.360107,3873.159912,3815.77002,3852.969971,3852.969971,4414080000
